// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\7dc775cc-a1ea-4b25-9a0c-3e7bde344581
// command took 1.51s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\7dc775cc-a1ea-4b25-9a0c-3e7bde344581
// command took 2.11s and exited with 0
// ***** Done, took 00:00:03 (3.69 sec)   *****
// Found 2 benchmarks:
//   TestesConsultas.Somar1: DefaultJob
//   TestesConsultas.Somar2: DefaultJob

// **************************
// Benchmark: TestesConsultas.Somar1: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7dc775cc-a1ea-4b25-9a0c-3e7bde344581.dll" --benchmarkName "EntityFramework_Estudos.TestesConsultas.Somar1" --job "Default" --benchmarkId 0 in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\7dc775cc-a1ea-4b25-9a0c-3e7bde344581\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.16 (CoreCLR 4.700.21.26205, CoreFX 4.700.21.26205), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadResult   2: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult   3: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult   4: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult   5: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult   6: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult   7: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult   8: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult   9: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult  10: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult  11: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult  12: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult  13: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult  14: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult  15: 536870912 op, 0.00 ns, 0.0000 ns/op
GC:  0 0 0 48 536870912
Threading:  2 0 536870912

// AfterAll
// Benchmark Process 14612 has exited with code 0

Mean = 0.000 ns, StdErr = 0.000 ns (NaN%), N = 15, StdDev = 0.000 ns
Min = 0.000 ns, Q1 = 0.000 ns, Median = 0.000 ns, Q3 = 0.000 ns, Max = 0.000 ns
IQR = 0.000 ns, LowerFence = 0.000 ns, UpperFence = 0.000 ns
ConfidenceInterval = [0.000 ns; 0.000 ns] (CI 99.9%), Margin = 0.000 ns (NaN% of Mean)
Skewness = NaN, Kurtosis = NaN, MValue = 2

// **************************
// Benchmark: TestesConsultas.Somar2: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7dc775cc-a1ea-4b25-9a0c-3e7bde344581.dll" --benchmarkName "EntityFramework_Estudos.TestesConsultas.Somar2" --job "Default" --benchmarkId 1 in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\7dc775cc-a1ea-4b25-9a0c-3e7bde344581\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.16 (CoreCLR 4.700.21.26205, CoreFX 4.700.21.26205), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 196900.00 ns, 196.9000 us/op
WorkloadJitting  1: 1 op, 127000.00 ns, 127.0000 us/op

OverheadJitting  2: 16 op, 341400.00 ns, 21.3375 us/op
WorkloadJitting  2: 16 op, 362400.00 ns, 22.6500 us/op

WorkloadPilot    1: 16 op, 300.00 ns, 18.7500 ns/op
WorkloadPilot    2: 32 op, 300.00 ns, 9.3750 ns/op
WorkloadPilot    3: 64 op, 400.00 ns, 6.2500 ns/op
WorkloadPilot    4: 128 op, 500.00 ns, 3.9062 ns/op
WorkloadPilot    5: 256 op, 700.00 ns, 2.7344 ns/op
WorkloadPilot    6: 512 op, 1000.00 ns, 1.9531 ns/op
WorkloadPilot    7: 1024 op, 1700.00 ns, 1.6602 ns/op
WorkloadPilot    8: 2048 op, 3100.00 ns, 1.5137 ns/op
WorkloadPilot    9: 4096 op, 5800.00 ns, 1.4160 ns/op
WorkloadPilot   10: 8192 op, 11500.00 ns, 1.4038 ns/op
WorkloadPilot   11: 16384 op, 22800.00 ns, 1.3916 ns/op
WorkloadPilot   12: 32768 op, 44700.00 ns, 1.3641 ns/op
WorkloadPilot   13: 65536 op, 89100.00 ns, 1.3596 ns/op
WorkloadPilot   14: 131072 op, 177900.00 ns, 1.3573 ns/op
WorkloadPilot   15: 262144 op, 355500.00 ns, 1.3561 ns/op
WorkloadPilot   16: 524288 op, 717400.00 ns, 1.3683 ns/op
WorkloadPilot   17: 1048576 op, 1430500.00 ns, 1.3642 ns/op
WorkloadPilot   18: 2097152 op, 2892700.00 ns, 1.3793 ns/op
WorkloadPilot   19: 4194304 op, 5737200.00 ns, 1.3679 ns/op
WorkloadPilot   20: 8388608 op, 11488900.00 ns, 1.3696 ns/op
WorkloadPilot   21: 16777216 op, 23002100.00 ns, 1.3710 ns/op
WorkloadPilot   22: 33554432 op, 46012500.00 ns, 1.3713 ns/op
WorkloadPilot   23: 67108864 op, 92062800.00 ns, 1.3718 ns/op
WorkloadPilot   24: 134217728 op, 184112500.00 ns, 1.3717 ns/op
WorkloadPilot   25: 268435456 op, 368003300.00 ns, 1.3709 ns/op
WorkloadPilot   26: 536870912 op, 735706200.00 ns, 1.3704 ns/op

OverheadWarmup   1: 536870912 op, 735813400.00 ns, 1.3706 ns/op
OverheadWarmup   2: 536870912 op, 736420900.00 ns, 1.3717 ns/op
OverheadWarmup   3: 536870912 op, 755162400.00 ns, 1.4066 ns/op
OverheadWarmup   4: 536870912 op, 735716500.00 ns, 1.3704 ns/op
OverheadWarmup   5: 536870912 op, 735711500.00 ns, 1.3704 ns/op
OverheadWarmup   6: 536870912 op, 735866100.00 ns, 1.3707 ns/op
OverheadWarmup   7: 536870912 op, 736521900.00 ns, 1.3719 ns/op
OverheadWarmup   8: 536870912 op, 736882000.00 ns, 1.3725 ns/op
OverheadWarmup   9: 536870912 op, 736905200.00 ns, 1.3726 ns/op
OverheadWarmup  10: 536870912 op, 736507000.00 ns, 1.3719 ns/op

OverheadActual   1: 536870912 op, 740738900.00 ns, 1.3797 ns/op
OverheadActual   2: 536870912 op, 744488900.00 ns, 1.3867 ns/op
OverheadActual   3: 536870912 op, 736846700.00 ns, 1.3725 ns/op
OverheadActual   4: 536870912 op, 735079500.00 ns, 1.3692 ns/op
OverheadActual   5: 536870912 op, 736451900.00 ns, 1.3717 ns/op
OverheadActual   6: 536870912 op, 736572200.00 ns, 1.3720 ns/op
OverheadActual   7: 536870912 op, 736886300.00 ns, 1.3726 ns/op
OverheadActual   8: 536870912 op, 736491400.00 ns, 1.3718 ns/op
OverheadActual   9: 536870912 op, 736671800.00 ns, 1.3722 ns/op
OverheadActual  10: 536870912 op, 735391800.00 ns, 1.3698 ns/op
OverheadActual  11: 536870912 op, 736910500.00 ns, 1.3726 ns/op
OverheadActual  12: 536870912 op, 736150900.00 ns, 1.3712 ns/op
OverheadActual  13: 536870912 op, 735563300.00 ns, 1.3701 ns/op
OverheadActual  14: 536870912 op, 736680400.00 ns, 1.3722 ns/op
OverheadActual  15: 536870912 op, 736507600.00 ns, 1.3719 ns/op

WorkloadWarmup   1: 536870912 op, 735923100.00 ns, 1.3708 ns/op
WorkloadWarmup   2: 536870912 op, 735756700.00 ns, 1.3705 ns/op
WorkloadWarmup   3: 536870912 op, 736714400.00 ns, 1.3722 ns/op
WorkloadWarmup   4: 536870912 op, 735958800.00 ns, 1.3708 ns/op
WorkloadWarmup   5: 536870912 op, 740695300.00 ns, 1.3797 ns/op
WorkloadWarmup   6: 536870912 op, 735940700.00 ns, 1.3708 ns/op

// BeforeActualRun
WorkloadActual   1: 536870912 op, 736091400.00 ns, 1.3711 ns/op
WorkloadActual   2: 536870912 op, 735464100.00 ns, 1.3699 ns/op
WorkloadActual   3: 536870912 op, 735909100.00 ns, 1.3707 ns/op
WorkloadActual   4: 536870912 op, 741544400.00 ns, 1.3812 ns/op
WorkloadActual   5: 536870912 op, 736595100.00 ns, 1.3720 ns/op
WorkloadActual   6: 536870912 op, 739998500.00 ns, 1.3784 ns/op
WorkloadActual   7: 536870912 op, 736099100.00 ns, 1.3711 ns/op
WorkloadActual   8: 536870912 op, 740873800.00 ns, 1.3800 ns/op
WorkloadActual   9: 536870912 op, 735855000.00 ns, 1.3706 ns/op
WorkloadActual  10: 536870912 op, 736947600.00 ns, 1.3727 ns/op
WorkloadActual  11: 536870912 op, 739143300.00 ns, 1.3768 ns/op
WorkloadActual  12: 536870912 op, 736780800.00 ns, 1.3724 ns/op
WorkloadActual  13: 536870912 op, 741675400.00 ns, 1.3815 ns/op
WorkloadActual  14: 536870912 op, 736341900.00 ns, 1.3715 ns/op
WorkloadActual  15: 536870912 op, 736012900.00 ns, 1.3709 ns/op

// AfterActualRun
WorkloadResult   1: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult   2: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult   3: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult   4: 536870912 op, 4972200.00 ns, 0.0093 ns/op
WorkloadResult   5: 536870912 op, 22900.00 ns, 0.0000 ns/op
WorkloadResult   6: 536870912 op, 3426300.00 ns, 0.0064 ns/op
WorkloadResult   7: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult   8: 536870912 op, 4301600.00 ns, 0.0080 ns/op
WorkloadResult   9: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult  10: 536870912 op, 375400.00 ns, 0.0007 ns/op
WorkloadResult  11: 536870912 op, 2571100.00 ns, 0.0048 ns/op
WorkloadResult  12: 536870912 op, 208600.00 ns, 0.0004 ns/op
WorkloadResult  13: 536870912 op, 5103200.00 ns, 0.0095 ns/op
WorkloadResult  14: 536870912 op, 0.00 ns, 0.0000 ns/op
WorkloadResult  15: 536870912 op, 0.00 ns, 0.0000 ns/op
GC:  0 0 0 48 536870912
Threading:  2 0 536870912

// AfterAll
// Benchmark Process 22788 has exited with code 0

Mean = 0.003 ns, StdErr = 0.001 ns (37.72%), N = 15, StdDev = 0.004 ns
Min = 0.000 ns, Q1 = 0.000 ns, Median = 0.000 ns, Q3 = 0.006 ns, Max = 0.010 ns
IQR = 0.006 ns, LowerFence = -0.008 ns, UpperFence = 0.014 ns
ConfidenceInterval = [-0.001 ns; 0.007 ns] (CI 99.9%), Margin = 0.004 ns (156.18% of Mean)
Skewness = 0.83, Kurtosis = 1.82, MValue = 2.6

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\EntityFramework_Estudos.TestesConsultas-report.csv
  BenchmarkDotNet.Artifacts\results\EntityFramework_Estudos.TestesConsultas-report-github.md
  BenchmarkDotNet.Artifacts\results\EntityFramework_Estudos.TestesConsultas-report.html

// * Detailed results *
TestesConsultas.Somar1: DefaultJob
Runtime = .NET Core 3.1.16 (CoreCLR 4.700.21.26205, CoreFX 4.700.21.26205), X64 RyuJIT; GC = Concurrent Workstation
Mean = 0.000 ns, StdErr = 0.000 ns (NaN%), N = 15, StdDev = 0.000 ns
Min = 0.000 ns, Q1 = 0.000 ns, Median = 0.000 ns, Q3 = 0.000 ns, Max = 0.000 ns
IQR = 0.000 ns, LowerFence = 0.000 ns, UpperFence = 0.000 ns
ConfidenceInterval = [0.000 ns; 0.000 ns] (CI 99.9%), Margin = 0.000 ns (NaN% of Mean)
Skewness = NaN, Kurtosis = NaN, MValue = 2
-------------------- Histogram --------------------
[-0.500 ns ; 0.500 ns) | @@@@@@@@@@@@@@@
---------------------------------------------------

TestesConsultas.Somar2: DefaultJob
Runtime = .NET Core 3.1.16 (CoreCLR 4.700.21.26205, CoreFX 4.700.21.26205), X64 RyuJIT; GC = Concurrent Workstation
Mean = 0.003 ns, StdErr = 0.001 ns (37.72%), N = 15, StdDev = 0.004 ns
Min = 0.000 ns, Q1 = 0.000 ns, Median = 0.000 ns, Q3 = 0.006 ns, Max = 0.010 ns
IQR = 0.006 ns, LowerFence = -0.008 ns, UpperFence = 0.014 ns
ConfidenceInterval = [-0.001 ns; 0.007 ns] (CI 99.9%), Margin = 0.004 ns (156.18% of Mean)
Skewness = 0.83, Kurtosis = 1.82, MValue = 2.6
-------------------- Histogram --------------------
[-0.002 ns ; 0.002 ns) | @@@@@@@@@@
[ 0.002 ns ; 0.006 ns) | @
[ 0.006 ns ; 0.010 ns) | @@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.13.0, OS=Windows 10.0.18363.1679 (1909/November2019Update/19H2)
Intel Core i7-8700 CPU 3.20GHz (Coffee Lake), 1 CPU, 12 logical and 6 physical cores
.NET SDK=5.0.301
  [Host]     : .NET Core 3.1.16 (CoreCLR 4.700.21.26205, CoreFX 4.700.21.26205), X64 RyuJIT
  DefaultJob : .NET Core 3.1.16 (CoreCLR 4.700.21.26205, CoreFX 4.700.21.26205), X64 RyuJIT


| Method |      Mean |     Error |    StdDev |    Median | Gen 0 | Gen 1 | Gen 2 | Allocated |
|------- |----------:|----------:|----------:|----------:|------:|------:|------:|----------:|
| Somar1 | 0.0000 ns | 0.0000 ns | 0.0000 ns | 0.0000 ns |     - |     - |     - |         - |
| Somar2 | 0.0026 ns | 0.0041 ns | 0.0038 ns | 0.0000 ns |     - |     - |     - |         - |

// * Warnings *
ZeroMeasurement
  TestesConsultas.Somar1: Default -> The method duration is indistinguishable from the empty method duration
  TestesConsultas.Somar2: Default -> The method duration is indistinguishable from the empty method duration

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Median    : Value separating the higher half of all measurements (50th percentile)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:10 (70.83 sec), executed benchmarks: 2

Global total time: 00:01:14 (74.52 sec), executed benchmarks: 2
// * Artifacts cleanup *
