// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\3cfe383f-bbc5-4f7d-ba9e-05ebe480eefc
// command took 2.33s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\3cfe383f-bbc5-4f7d-ba9e-05ebe480eefc
// command took 2.42s and exited with 0
// ***** Done, took 00:00:04 (4.92 sec)   *****
// Found 3 benchmarks:
//   TestesMetodos.TesteString1: DefaultJob
//   TestesMetodos.TesteString2: DefaultJob
//   TestesMetodos.TesteString3: DefaultJob

// **************************
// Benchmark: TestesMetodos.TesteString1: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "3cfe383f-bbc5-4f7d-ba9e-05ebe480eefc.dll" --benchmarkName "EntityFramework_Estudos.TestesMetodos.TesteString1" --job "Default" --benchmarkId 0 in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\3cfe383f-bbc5-4f7d-ba9e-05ebe480eefc\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadWarmup   4: 4194304 op, 13514400.00 ns, 3.2221 ns/op
OverheadWarmup   5: 4194304 op, 13097100.00 ns, 3.1226 ns/op

OverheadActual   1: 4194304 op, 13110800.00 ns, 3.1259 ns/op
OverheadActual   2: 4194304 op, 13534600.00 ns, 3.2269 ns/op
OverheadActual   3: 4194304 op, 13202700.00 ns, 3.1478 ns/op
OverheadActual   4: 4194304 op, 15128100.00 ns, 3.6068 ns/op
OverheadActual   5: 4194304 op, 13265600.00 ns, 3.1628 ns/op
OverheadActual   6: 4194304 op, 13182500.00 ns, 3.1430 ns/op
OverheadActual   7: 4194304 op, 13562400.00 ns, 3.2335 ns/op
OverheadActual   8: 4194304 op, 13449200.00 ns, 3.2065 ns/op
OverheadActual   9: 4194304 op, 13520400.00 ns, 3.2235 ns/op
OverheadActual  10: 4194304 op, 13439800.00 ns, 3.2043 ns/op
OverheadActual  11: 4194304 op, 13748500.00 ns, 3.2779 ns/op
OverheadActual  12: 4194304 op, 13506700.00 ns, 3.2202 ns/op
OverheadActual  13: 4194304 op, 13654100.00 ns, 3.2554 ns/op
OverheadActual  14: 4194304 op, 13140600.00 ns, 3.1330 ns/op
OverheadActual  15: 4194304 op, 13560000.00 ns, 3.2330 ns/op

WorkloadWarmup   1: 4194304 op, 751815700.00 ns, 179.2468 ns/op
WorkloadWarmup   2: 4194304 op, 711513500.00 ns, 169.6380 ns/op
WorkloadWarmup   3: 4194304 op, 724546400.00 ns, 172.7453 ns/op
WorkloadWarmup   4: 4194304 op, 713590100.00 ns, 170.1331 ns/op
WorkloadWarmup   5: 4194304 op, 716544600.00 ns, 170.8375 ns/op
WorkloadWarmup   6: 4194304 op, 719624000.00 ns, 171.5717 ns/op
WorkloadWarmup   7: 4194304 op, 718144700.00 ns, 171.2190 ns/op

// BeforeActualRun
WorkloadActual   1: 4194304 op, 719459300.00 ns, 171.5325 ns/op
WorkloadActual   2: 4194304 op, 712227900.00 ns, 169.8084 ns/op
WorkloadActual   3: 4194304 op, 715256200.00 ns, 170.5304 ns/op
WorkloadActual   4: 4194304 op, 1021108000.00 ns, 243.4511 ns/op
WorkloadActual   5: 4194304 op, 733096700.00 ns, 174.7839 ns/op
WorkloadActual   6: 4194304 op, 721526200.00 ns, 172.0253 ns/op
WorkloadActual   7: 4194304 op, 713231900.00 ns, 170.0477 ns/op
WorkloadActual   8: 4194304 op, 719749200.00 ns, 171.6016 ns/op
WorkloadActual   9: 4194304 op, 715527200.00 ns, 170.5950 ns/op
WorkloadActual  10: 4194304 op, 720922400.00 ns, 171.8813 ns/op
WorkloadActual  11: 4194304 op, 716180800.00 ns, 170.7508 ns/op
WorkloadActual  12: 4194304 op, 715382000.00 ns, 170.5604 ns/op
WorkloadActual  13: 4194304 op, 720747500.00 ns, 171.8396 ns/op
WorkloadActual  14: 4194304 op, 726614800.00 ns, 173.2385 ns/op
WorkloadActual  15: 4194304 op, 719753100.00 ns, 171.6025 ns/op

// AfterActualRun
WorkloadResult   1: 4194304 op, 705952600.00 ns, 168.3122 ns/op
WorkloadResult   2: 4194304 op, 698721200.00 ns, 166.5881 ns/op
WorkloadResult   3: 4194304 op, 701749500.00 ns, 167.3101 ns/op
WorkloadResult   4: 4194304 op, 708019500.00 ns, 168.8050 ns/op
WorkloadResult   5: 4194304 op, 699725200.00 ns, 166.8275 ns/op
WorkloadResult   6: 4194304 op, 706242500.00 ns, 168.3813 ns/op
WorkloadResult   7: 4194304 op, 702020500.00 ns, 167.3747 ns/op
WorkloadResult   8: 4194304 op, 707415700.00 ns, 168.6610 ns/op
WorkloadResult   9: 4194304 op, 702674100.00 ns, 167.5306 ns/op
WorkloadResult  10: 4194304 op, 701875300.00 ns, 167.3401 ns/op
WorkloadResult  11: 4194304 op, 707240800.00 ns, 168.6193 ns/op
WorkloadResult  12: 4194304 op, 713108100.00 ns, 170.0182 ns/op
WorkloadResult  13: 4194304 op, 706246400.00 ns, 168.3823 ns/op
GC:  112 0 0 704644360 4194304
Threading:  2 0 4194304

// AfterAll
// Benchmark Process 5940 has exited with code 0

Mean = 168.012 ns, StdErr = 0.263 ns (0.16%), N = 13, StdDev = 0.950 ns
Min = 166.588 ns, Q1 = 167.340 ns, Median = 168.312 ns, Q3 = 168.619 ns, Max = 170.018 ns
IQR = 1.279 ns, LowerFence = 165.421 ns, UpperFence = 170.538 ns
ConfidenceInterval = [166.874 ns; 169.149 ns] (CI 99.9%), Margin = 1.137 ns (0.68% of Mean)
Skewness = 0.33, Kurtosis = 2.24, MValue = 2

// **************************
// Benchmark: TestesMetodos.TesteString3: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "3cfe383f-bbc5-4f7d-ba9e-05ebe480eefc.dll" --benchmarkName "EntityFramework_Estudos.TestesMetodos.TesteString3" --job "Default" --benchmarkId 2 in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\3cfe383f-bbc5-4f7d-ba9e-05ebe480eefc\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 244500.00 ns, 244.5000 us/op
WorkloadJitting  1: 1 op, 222500.00 ns, 222.5000 us/op

OverheadJitting  2: 16 op, 501600.00 ns, 31.3500 us/op
WorkloadJitting  2: 16 op, 509400.00 ns, 31.8375 us/op

WorkloadPilot    1: 16 op, 3600.00 ns, 225.0000 ns/op
WorkloadPilot    2: 32 op, 5600.00 ns, 175.0000 ns/op
WorkloadPilot    3: 64 op, 9100.00 ns, 142.1875 ns/op
WorkloadPilot    4: 128 op, 15900.00 ns, 124.2188 ns/op
WorkloadPilot    5: 256 op, 28100.00 ns, 109.7656 ns/op
WorkloadPilot    6: 512 op, 92800.00 ns, 181.2500 ns/op
WorkloadPilot    7: 1024 op, 137900.00 ns, 134.6680 ns/op
WorkloadPilot    8: 2048 op, 306500.00 ns, 149.6582 ns/op
WorkloadPilot    9: 4096 op, 614900.00 ns, 150.1221 ns/op
WorkloadPilot   10: 8192 op, 1258400.00 ns, 153.6133 ns/op
WorkloadPilot   11: 16384 op, 2586800.00 ns, 157.8857 ns/op
WorkloadPilot   12: 32768 op, 4046100.00 ns, 123.4772 ns/op
WorkloadPilot   13: 65536 op, 6830300.00 ns, 104.2221 ns/op
WorkloadPilot   14: 131072 op, 13793100.00 ns, 105.2330 ns/op
WorkloadPilot   15: 262144 op, 26378300.00 ns, 100.6252 ns/op
WorkloadPilot   16: 524288 op, 53212600.00 ns, 101.4950 ns/op
WorkloadPilot   17: 1048576 op, 103760900.00 ns, 98.9541 ns/op
WorkloadPilot   18: 2097152 op, 200039300.00 ns, 95.3862 ns/op
WorkloadPilot   19: 4194304 op, 371961100.00 ns, 88.6824 ns/op
WorkloadPilot   20: 8388608 op, 739482400.00 ns, 88.1532 ns/op

OverheadWarmup   1: 8388608 op, 26586200.00 ns, 3.1693 ns/op
OverheadWarmup   2: 8388608 op, 26642100.00 ns, 3.1760 ns/op
OverheadWarmup   3: 8388608 op, 26553900.00 ns, 3.1655 ns/op
OverheadWarmup   4: 8388608 op, 26605100.00 ns, 3.1716 ns/op
OverheadWarmup   5: 8388608 op, 26885100.00 ns, 3.2050 ns/op
OverheadWarmup   6: 8388608 op, 26810800.00 ns, 3.1961 ns/op

OverheadActual   1: 8388608 op, 26633800.00 ns, 3.1750 ns/op
OverheadActual   2: 8388608 op, 26553800.00 ns, 3.1655 ns/op
OverheadActual   3: 8388608 op, 26697200.00 ns, 3.1826 ns/op
OverheadActual   4: 8388608 op, 26524200.00 ns, 3.1619 ns/op
OverheadActual   5: 8388608 op, 26640500.00 ns, 3.1758 ns/op
OverheadActual   6: 8388608 op, 26525700.00 ns, 3.1621 ns/op
OverheadActual   7: 8388608 op, 26573700.00 ns, 3.1678 ns/op
OverheadActual   8: 8388608 op, 26622500.00 ns, 3.1736 ns/op
OverheadActual   9: 8388608 op, 26513500.00 ns, 3.1607 ns/op
OverheadActual  10: 8388608 op, 26624300.00 ns, 3.1739 ns/op
OverheadActual  11: 8388608 op, 26650200.00 ns, 3.1770 ns/op
OverheadActual  12: 8388608 op, 26719400.00 ns, 3.1852 ns/op
OverheadActual  13: 8388608 op, 26527600.00 ns, 3.1623 ns/op
OverheadActual  14: 8388608 op, 26520000.00 ns, 3.1614 ns/op
OverheadActual  15: 8388608 op, 26629200.00 ns, 3.1744 ns/op

WorkloadWarmup   1: 8388608 op, 750217400.00 ns, 89.4329 ns/op
WorkloadWarmup   2: 8388608 op, 739098800.00 ns, 88.1074 ns/op
WorkloadWarmup   3: 8388608 op, 733740800.00 ns, 87.4687 ns/op
WorkloadWarmup   4: 8388608 op, 744286600.00 ns, 88.7259 ns/op
WorkloadWarmup   5: 8388608 op, 738748700.00 ns, 88.0657 ns/op
WorkloadWarmup   6: 8388608 op, 741610900.00 ns, 88.4069 ns/op
WorkloadWarmup   7: 8388608 op, 747407400.00 ns, 89.0979 ns/op
WorkloadWarmup   8: 8388608 op, 748856300.00 ns, 89.2706 ns/op
WorkloadWarmup   9: 8388608 op, 748900800.00 ns, 89.2759 ns/op
WorkloadWarmup  10: 8388608 op, 748281600.00 ns, 89.2021 ns/op

// BeforeActualRun
WorkloadActual   1: 8388608 op, 786295100.00 ns, 93.7337 ns/op
WorkloadActual   2: 8388608 op, 750454200.00 ns, 89.4611 ns/op
WorkloadActual   3: 8388608 op, 738287600.00 ns, 88.0107 ns/op
WorkloadActual   4: 8388608 op, 743462700.00 ns, 88.6277 ns/op
WorkloadActual   5: 8388608 op, 746099700.00 ns, 88.9420 ns/op
WorkloadActual   6: 8388608 op, 743550400.00 ns, 88.6381 ns/op
WorkloadActual   7: 8388608 op, 741973300.00 ns, 88.4501 ns/op
WorkloadActual   8: 8388608 op, 756274600.00 ns, 90.1550 ns/op
WorkloadActual   9: 8388608 op, 739263000.00 ns, 88.1270 ns/op
WorkloadActual  10: 8388608 op, 751424800.00 ns, 89.5768 ns/op
WorkloadActual  11: 8388608 op, 752915100.00 ns, 89.7545 ns/op
WorkloadActual  12: 8388608 op, 746199400.00 ns, 88.9539 ns/op
WorkloadActual  13: 8388608 op, 745179400.00 ns, 88.8323 ns/op
WorkloadActual  14: 8388608 op, 744071600.00 ns, 88.7002 ns/op
WorkloadActual  15: 8388608 op, 744432200.00 ns, 88.7432 ns/op

// AfterActualRun
WorkloadResult   1: 8388608 op, 723831700.00 ns, 86.2875 ns/op
WorkloadResult   2: 8388608 op, 711665100.00 ns, 84.8371 ns/op
WorkloadResult   3: 8388608 op, 716840200.00 ns, 85.4540 ns/op
WorkloadResult   4: 8388608 op, 719477200.00 ns, 85.7684 ns/op
WorkloadResult   5: 8388608 op, 716927900.00 ns, 85.4645 ns/op
WorkloadResult   6: 8388608 op, 715350800.00 ns, 85.2765 ns/op
WorkloadResult   7: 8388608 op, 729652100.00 ns, 86.9813 ns/op
WorkloadResult   8: 8388608 op, 712640500.00 ns, 84.9534 ns/op
WorkloadResult   9: 8388608 op, 724802300.00 ns, 86.4032 ns/op
WorkloadResult  10: 8388608 op, 726292600.00 ns, 86.5808 ns/op
WorkloadResult  11: 8388608 op, 719576900.00 ns, 85.7803 ns/op
WorkloadResult  12: 8388608 op, 718556900.00 ns, 85.6587 ns/op
WorkloadResult  13: 8388608 op, 717449100.00 ns, 85.5266 ns/op
WorkloadResult  14: 8388608 op, 717809700.00 ns, 85.5696 ns/op
GC:  395 0 0 2483027968 8388608
Threading:  2 0 8388608

// AfterAll
// Benchmark Process 748 has exited with code 0

Mean = 85.753 ns, StdErr = 0.164 ns (0.19%), N = 14, StdDev = 0.612 ns
Min = 84.837 ns, Q1 = 85.457 ns, Median = 85.614 ns, Q3 = 86.161 ns, Max = 86.981 ns
IQR = 0.704 ns, LowerFence = 84.401 ns, UpperFence = 87.217 ns
ConfidenceInterval = [85.062 ns; 86.444 ns] (CI 99.9%), Margin = 0.691 ns (0.81% of Mean)
Skewness = 0.43, Kurtosis = 2.13, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\EntityFramework_Estudos.TestesMetodos-report.csv
  BenchmarkDotNet.Artifacts\results\EntityFramework_Estudos.TestesMetodos-report-github.md
  BenchmarkDotNet.Artifacts\results\EntityFramework_Estudos.TestesMetodos-report.html

// * Detailed results *
TestesMetodos.TesteString1: DefaultJob
Runtime = .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT; GC = Concurrent Workstation
Mean = 73.232 ns, StdErr = 0.105 ns (0.14%), N = 14, StdDev = 0.392 ns
Min = 72.518 ns, Q1 = 73.052 ns, Median = 73.265 ns, Q3 = 73.421 ns, Max = 73.952 ns
IQR = 0.369 ns, LowerFence = 72.498 ns, UpperFence = 73.975 ns
ConfidenceInterval = [72.790 ns; 73.674 ns] (CI 99.9%), Margin = 0.442 ns (0.60% of Mean)
Skewness = -0.24, Kurtosis = 2.41, MValue = 2
-------------------- Histogram --------------------
[72.305 ns ; 74.165 ns) | @@@@@@@@@@@@@@
---------------------------------------------------

TestesMetodos.TesteString2: DefaultJob
Runtime = .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT; GC = Concurrent Workstation
Mean = 168.012 ns, StdErr = 0.263 ns (0.16%), N = 13, StdDev = 0.950 ns
Min = 166.588 ns, Q1 = 167.340 ns, Median = 168.312 ns, Q3 = 168.619 ns, Max = 170.018 ns
IQR = 1.279 ns, LowerFence = 165.421 ns, UpperFence = 170.538 ns
ConfidenceInterval = [166.874 ns; 169.149 ns] (CI 99.9%), Margin = 1.137 ns (0.68% of Mean)
Skewness = 0.33, Kurtosis = 2.24, MValue = 2
-------------------- Histogram --------------------
[166.058 ns ; 170.244 ns) | @@@@@@@@@@@@@
---------------------------------------------------

TestesMetodos.TesteString3: DefaultJob
Runtime = .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT; GC = Concurrent Workstation
Mean = 85.753 ns, StdErr = 0.164 ns (0.19%), N = 14, StdDev = 0.612 ns
Min = 84.837 ns, Q1 = 85.457 ns, Median = 85.614 ns, Q3 = 86.161 ns, Max = 86.981 ns
IQR = 0.704 ns, LowerFence = 84.401 ns, UpperFence = 87.217 ns
ConfidenceInterval = [85.062 ns; 86.444 ns] (CI 99.9%), Margin = 0.691 ns (0.81% of Mean)
Skewness = 0.43, Kurtosis = 2.13, MValue = 2
-------------------- Histogram --------------------
