// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\0e7583b5-0bc7-4151-ae0b-ba7e02a54772
// command took 1.38s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\0e7583b5-0bc7-4151-ae0b-ba7e02a54772
// command took 2.01s and exited with 0
// ***** Done, took 00:00:03 (3.47 sec)   *****
// Found 3 benchmarks:
//   TestesMetodos.TesteString1: DefaultJob
//   TestesMetodos.TesteString2: DefaultJob
//   TestesMetodos.TesteString3: DefaultJob

// **************************
// Benchmark: TestesMetodos.TesteString1: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "0e7583b5-0bc7-4151-ae0b-ba7e02a54772.dll" --benchmarkName "EntityFramework_Estudos.TestesMetodos.TesteString1" --job "Default" --benchmarkId 0 in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\0e7583b5-0bc7-4151-ae0b-ba7e02a54772\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadWarmup   1: 8388608 op, 25552700.00 ns, 3.0461 ns/op
OverheadWarmup   2: 8388608 op, 25778700.00 ns, 3.0731 ns/op
OverheadWarmup   3: 8388608 op, 25795300.00 ns, 3.0750 ns/op
OverheadWarmup   4: 8388608 op, 25936500.00 ns, 3.0919 ns/op
OverheadWarmup   5: 8388608 op, 25600500.00 ns, 3.0518 ns/op
OverheadWarmup   6: 8388608 op, 25776200.00 ns, 3.0728 ns/op
OverheadWarmup   7: 8388608 op, 25790500.00 ns, 3.0745 ns/op
OverheadWarmup   8: 8388608 op, 25855600.00 ns, 3.0822 ns/op
OverheadWarmup   9: 8388608 op, 25672100.00 ns, 3.0604 ns/op

OverheadActual   1: 8388608 op, 25770300.00 ns, 3.0721 ns/op
OverheadActual   2: 8388608 op, 25856300.00 ns, 3.0823 ns/op
OverheadActual   3: 8388608 op, 25606900.00 ns, 3.0526 ns/op
OverheadActual   4: 8388608 op, 25440200.00 ns, 3.0327 ns/op
OverheadActual   5: 8388608 op, 25394500.00 ns, 3.0273 ns/op
OverheadActual   6: 8388608 op, 25418500.00 ns, 3.0301 ns/op
OverheadActual   7: 8388608 op, 25848100.00 ns, 3.0813 ns/op
OverheadActual   8: 8388608 op, 25797400.00 ns, 3.0753 ns/op
OverheadActual   9: 8388608 op, 25482000.00 ns, 3.0377 ns/op
OverheadActual  10: 8388608 op, 25929500.00 ns, 3.0910 ns/op
OverheadActual  11: 8388608 op, 25902100.00 ns, 3.0878 ns/op
OverheadActual  12: 8388608 op, 25952700.00 ns, 3.0938 ns/op
OverheadActual  13: 8388608 op, 25873500.00 ns, 3.0844 ns/op
OverheadActual  14: 8388608 op, 25922800.00 ns, 3.0902 ns/op
OverheadActual  15: 8388608 op, 25925600.00 ns, 3.0906 ns/op

WorkloadWarmup   1: 8388608 op, 683743300.00 ns, 81.5086 ns/op
WorkloadWarmup   2: 8388608 op, 698552400.00 ns, 83.2739 ns/op
WorkloadWarmup   3: 8388608 op, 686620600.00 ns, 81.8516 ns/op
WorkloadWarmup   4: 8388608 op, 687680300.00 ns, 81.9779 ns/op
WorkloadWarmup   5: 8388608 op, 698223300.00 ns, 83.2347 ns/op
WorkloadWarmup   6: 8388608 op, 683637100.00 ns, 81.4959 ns/op

// BeforeActualRun
WorkloadActual   1: 8388608 op, 673403100.00 ns, 80.2759 ns/op
WorkloadActual   2: 8388608 op, 680831100.00 ns, 81.1614 ns/op
WorkloadActual   3: 8388608 op, 676289500.00 ns, 80.6200 ns/op
WorkloadActual   4: 8388608 op, 676909600.00 ns, 80.6939 ns/op
WorkloadActual   5: 8388608 op, 674226800.00 ns, 80.3741 ns/op
WorkloadActual   6: 8388608 op, 675381900.00 ns, 80.5118 ns/op
WorkloadActual   7: 8388608 op, 673275600.00 ns, 80.2607 ns/op
WorkloadActual   8: 8388608 op, 677244900.00 ns, 80.7339 ns/op
WorkloadActual   9: 8388608 op, 686303500.00 ns, 81.8138 ns/op
WorkloadActual  10: 8388608 op, 681387800.00 ns, 81.2278 ns/op
WorkloadActual  11: 8388608 op, 673386900.00 ns, 80.2740 ns/op
WorkloadActual  12: 8388608 op, 684614800.00 ns, 81.6124 ns/op
WorkloadActual  13: 8388608 op, 683513600.00 ns, 81.4812 ns/op
WorkloadActual  14: 8388608 op, 673271300.00 ns, 80.2602 ns/op
WorkloadActual  15: 8388608 op, 678619000.00 ns, 80.8977 ns/op

// AfterActualRun
WorkloadResult   1: 8388608 op, 647555000.00 ns, 77.1946 ns/op
WorkloadResult   2: 8388608 op, 654983000.00 ns, 78.0801 ns/op
WorkloadResult   3: 8388608 op, 650441400.00 ns, 77.5387 ns/op
WorkloadResult   4: 8388608 op, 651061500.00 ns, 77.6126 ns/op
WorkloadResult   5: 8388608 op, 648378700.00 ns, 77.2928 ns/op
WorkloadResult   6: 8388608 op, 649533800.00 ns, 77.4305 ns/op
WorkloadResult   7: 8388608 op, 647427500.00 ns, 77.1794 ns/op
WorkloadResult   8: 8388608 op, 651396800.00 ns, 77.6525 ns/op
WorkloadResult   9: 8388608 op, 660455400.00 ns, 78.7324 ns/op
WorkloadResult  10: 8388608 op, 655539700.00 ns, 78.1464 ns/op
WorkloadResult  11: 8388608 op, 647538800.00 ns, 77.1926 ns/op
WorkloadResult  12: 8388608 op, 658766700.00 ns, 78.5311 ns/op
WorkloadResult  13: 8388608 op, 657665500.00 ns, 78.3998 ns/op
WorkloadResult  14: 8388608 op, 647423200.00 ns, 77.1789 ns/op
WorkloadResult  15: 8388608 op, 652770900.00 ns, 77.8164 ns/op
GC:  224 0 0 1409290616 8388608
Threading:  2 0 8388608

// AfterAll
// Benchmark Process 27204 has exited with code 0

Mean = 77.732 ns, StdErr = 0.137 ns (0.18%), N = 15, StdDev = 0.529 ns
Min = 77.179 ns, Q1 = 77.244 ns, Median = 77.613 ns, Q3 = 78.113 ns, Max = 78.732 ns
IQR = 0.870 ns, LowerFence = 75.939 ns, UpperFence = 79.418 ns
ConfidenceInterval = [77.166 ns; 78.297 ns] (CI 99.9%), Margin = 0.566 ns (0.73% of Mean)
Skewness = 0.52, Kurtosis = 1.75, MValue = 2

// **************************
// Benchmark: TestesMetodos.TesteString2: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "0e7583b5-0bc7-4151-ae0b-ba7e02a54772.dll" --benchmarkName "EntityFramework_Estudos.TestesMetodos.TesteString2" --job "Default" --benchmarkId 1 in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\0e7583b5-0bc7-4151-ae0b-ba7e02a54772\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 257800.00 ns, 257.8000 us/op
WorkloadJitting  1: 1 op, 210600.00 ns, 210.6000 us/op

OverheadJitting  2: 16 op, 472900.00 ns, 29.5562 us/op
WorkloadJitting  2: 16 op, 552300.00 ns, 34.5187 us/op

WorkloadPilot    1: 16 op, 6300.00 ns, 393.7500 ns/op
WorkloadPilot    2: 32 op, 9500.00 ns, 296.8750 ns/op
WorkloadPilot    3: 64 op, 16600.00 ns, 259.3750 ns/op
WorkloadPilot    4: 128 op, 28600.00 ns, 223.4375 ns/op
WorkloadPilot    5: 256 op, 51700.00 ns, 201.9531 ns/op
WorkloadPilot    6: 512 op, 108500.00 ns, 211.9141 ns/op
WorkloadPilot    7: 1024 op, 234900.00 ns, 229.3945 ns/op
WorkloadPilot    8: 2048 op, 398500.00 ns, 194.5801 ns/op
WorkloadPilot    9: 4096 op, 891500.00 ns, 217.6514 ns/op
WorkloadPilot   10: 8192 op, 1699600.00 ns, 207.4707 ns/op
WorkloadPilot   11: 16384 op, 3535200.00 ns, 215.7715 ns/op
WorkloadPilot   12: 32768 op, 6643900.00 ns, 202.7557 ns/op
WorkloadPilot   13: 65536 op, 11760200.00 ns, 179.4464 ns/op
WorkloadPilot   14: 131072 op, 22657900.00 ns, 172.8661 ns/op
WorkloadPilot   15: 262144 op, 45499400.00 ns, 173.5664 ns/op
WorkloadPilot   16: 524288 op, 91089100.00 ns, 173.7387 ns/op
WorkloadPilot   17: 1048576 op, 179938100.00 ns, 171.6023 ns/op
WorkloadPilot   18: 2097152 op, 360387300.00 ns, 171.8461 ns/op
WorkloadPilot   19: 4194304 op, 718808700.00 ns, 171.3773 ns/op

OverheadWarmup   1: 4194304 op, 12801100.00 ns, 3.0520 ns/op
OverheadWarmup   2: 4194304 op, 12740100.00 ns, 3.0375 ns/op
OverheadWarmup   3: 4194304 op, 12723700.00 ns, 3.0336 ns/op
OverheadWarmup   4: 4194304 op, 12802300.00 ns, 3.0523 ns/op
OverheadWarmup   5: 4194304 op, 12863700.00 ns, 3.0669 ns/op
OverheadWarmup   6: 4194304 op, 12732800.00 ns, 3.0357 ns/op
OverheadWarmup   7: 4194304 op, 12796200.00 ns, 3.0509 ns/op
OverheadWarmup   8: 4194304 op, 12761900.00 ns, 3.0427 ns/op

OverheadActual   1: 4194304 op, 12896400.00 ns, 3.0747 ns/op
OverheadActual   2: 4194304 op, 12831500.00 ns, 3.0593 ns/op
OverheadActual   3: 4194304 op, 12729700.00 ns, 3.0350 ns/op
OverheadActual   4: 4194304 op, 12911500.00 ns, 3.0783 ns/op
OverheadActual   5: 4194304 op, 12768100.00 ns, 3.0442 ns/op
OverheadActual   6: 4194304 op, 13053700.00 ns, 3.1122 ns/op
OverheadActual   7: 4194304 op, 12924300.00 ns, 3.0814 ns/op
OverheadActual   8: 4194304 op, 12745900.00 ns, 3.0389 ns/op
OverheadActual   9: 4194304 op, 12768600.00 ns, 3.0443 ns/op
OverheadActual  10: 4194304 op, 12893400.00 ns, 3.0740 ns/op
OverheadActual  11: 4194304 op, 12880100.00 ns, 3.0709 ns/op
OverheadActual  12: 4194304 op, 12975200.00 ns, 3.0935 ns/op
OverheadActual  13: 4194304 op, 12724600.00 ns, 3.0338 ns/op
OverheadActual  14: 4194304 op, 12704700.00 ns, 3.0290 ns/op
OverheadActual  15: 4194304 op, 12805100.00 ns, 3.0530 ns/op

WorkloadWarmup   1: 4194304 op, 736348500.00 ns, 175.5592 ns/op
WorkloadWarmup   2: 4194304 op, 722866500.00 ns, 172.3448 ns/op
WorkloadWarmup   3: 4194304 op, 720477500.00 ns, 171.7752 ns/op
WorkloadWarmup   4: 4194304 op, 721128300.00 ns, 171.9304 ns/op
WorkloadWarmup   5: 4194304 op, 721288700.00 ns, 171.9686 ns/op
WorkloadWarmup   6: 4194304 op, 718360700.00 ns, 171.2705 ns/op
WorkloadWarmup   7: 4194304 op, 734104400.00 ns, 175.0241 ns/op
WorkloadWarmup   8: 4194304 op, 724437000.00 ns, 172.7192 ns/op

// BeforeActualRun
WorkloadActual   1: 4194304 op, 721302800.00 ns, 171.9720 ns/op
WorkloadActual   2: 4194304 op, 727634900.00 ns, 173.4817 ns/op
WorkloadActual   3: 4194304 op, 721001100.00 ns, 171.9001 ns/op
WorkloadActual   4: 4194304 op, 728647500.00 ns, 173.7231 ns/op
WorkloadActual   5: 4194304 op, 730209000.00 ns, 174.0954 ns/op
WorkloadActual   6: 4194304 op, 735056300.00 ns, 175.2511 ns/op
WorkloadActual   7: 4194304 op, 734977100.00 ns, 175.2322 ns/op
WorkloadActual   8: 4194304 op, 724000400.00 ns, 172.6151 ns/op
WorkloadActual   9: 4194304 op, 772900300.00 ns, 184.2738 ns/op
WorkloadActual  10: 4194304 op, 719605400.00 ns, 171.5673 ns/op
WorkloadActual  11: 4194304 op, 751992100.00 ns, 179.2889 ns/op
WorkloadActual  12: 4194304 op, 743051700.00 ns, 177.1573 ns/op
WorkloadActual  13: 4194304 op, 728138900.00 ns, 173.6018 ns/op
WorkloadActual  14: 4194304 op, 728769900.00 ns, 173.7523 ns/op
WorkloadActual  15: 4194304 op, 726573600.00 ns, 173.2286 ns/op

// AfterActualRun
WorkloadResult   1: 4194304 op, 708471300.00 ns, 168.9127 ns/op
WorkloadResult   2: 4194304 op, 714803400.00 ns, 170.4224 ns/op
WorkloadResult   3: 4194304 op, 708169600.00 ns, 168.8408 ns/op
WorkloadResult   4: 4194304 op, 715816000.00 ns, 170.6638 ns/op
WorkloadResult   5: 4194304 op, 717377500.00 ns, 171.0361 ns/op
WorkloadResult   6: 4194304 op, 722224800.00 ns, 172.1918 ns/op
WorkloadResult   7: 4194304 op, 722145600.00 ns, 172.1729 ns/op
WorkloadResult   8: 4194304 op, 711168900.00 ns, 169.5559 ns/op
WorkloadResult   9: 4194304 op, 706773900.00 ns, 168.5080 ns/op
WorkloadResult  10: 4194304 op, 730220200.00 ns, 174.0981 ns/op
WorkloadResult  11: 4194304 op, 715307400.00 ns, 170.5426 ns/op
WorkloadResult  12: 4194304 op, 715938400.00 ns, 170.6930 ns/op
WorkloadResult  13: 4194304 op, 713742100.00 ns, 170.1694 ns/op
GC:  112 0 0 704643680 4194304
Threading:  2 0 4194304

// AfterAll
// Benchmark Process 24724 has exited with code 0

Mean = 170.601 ns, StdErr = 0.432 ns (0.25%), N = 13, StdDev = 1.557 ns
Min = 168.508 ns, Q1 = 169.556 ns, Median = 170.543 ns, Q3 = 171.036 ns, Max = 174.098 ns
IQR = 1.480 ns, LowerFence = 167.336 ns, UpperFence = 173.256 ns
ConfidenceInterval = [168.736 ns; 172.465 ns] (CI 99.9%), Margin = 1.864 ns (1.09% of Mean)
Skewness = 0.61, Kurtosis = 2.62, MValue = 2

// **************************
// Benchmark: TestesMetodos.TesteString3: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "0e7583b5-0bc7-4151-ae0b-ba7e02a54772.dll" --benchmarkName "EntityFramework_Estudos.TestesMetodos.TesteString3" --job "Default" --benchmarkId 2 in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\0e7583b5-0bc7-4151-ae0b-ba7e02a54772\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 250200.00 ns, 250.2000 us/op
WorkloadJitting  1: 1 op, 232000.00 ns, 232.0000 us/op

OverheadJitting  2: 16 op, 481700.00 ns, 30.1062 us/op
WorkloadJitting  2: 16 op, 541500.00 ns, 33.8438 us/op

WorkloadPilot    1: 16 op, 3600.00 ns, 225.0000 ns/op
WorkloadPilot    2: 32 op, 5300.00 ns, 165.6250 ns/op
WorkloadPilot    3: 64 op, 9000.00 ns, 140.6250 ns/op
WorkloadPilot    4: 128 op, 17600.00 ns, 137.5000 ns/op
WorkloadPilot    5: 256 op, 28800.00 ns, 112.5000 ns/op
WorkloadPilot    6: 512 op, 92300.00 ns, 180.2734 ns/op
WorkloadPilot    7: 1024 op, 138800.00 ns, 135.5469 ns/op
WorkloadPilot    8: 2048 op, 310900.00 ns, 151.8066 ns/op
WorkloadPilot    9: 4096 op, 618000.00 ns, 150.8789 ns/op
WorkloadPilot   10: 8192 op, 1256700.00 ns, 153.4058 ns/op
WorkloadPilot   11: 16384 op, 2785900.00 ns, 170.0378 ns/op
WorkloadPilot   12: 32768 op, 4115600.00 ns, 125.5981 ns/op
WorkloadPilot   13: 65536 op, 6828200.00 ns, 104.1901 ns/op
WorkloadPilot   14: 131072 op, 13395600.00 ns, 102.2003 ns/op
WorkloadPilot   15: 262144 op, 26577700.00 ns, 101.3859 ns/op
WorkloadPilot   16: 524288 op, 52841200.00 ns, 100.7866 ns/op
WorkloadPilot   17: 1048576 op, 106573700.00 ns, 101.6366 ns/op
WorkloadPilot   18: 2097152 op, 202340200.00 ns, 96.4833 ns/op
WorkloadPilot   19: 4194304 op, 373405600.00 ns, 89.0268 ns/op
WorkloadPilot   20: 8388608 op, 747850500.00 ns, 89.1507 ns/op

OverheadWarmup   1: 8388608 op, 25715500.00 ns, 3.0655 ns/op
OverheadWarmup   2: 8388608 op, 25778900.00 ns, 3.0731 ns/op
OverheadWarmup   3: 8388608 op, 25560300.00 ns, 3.0470 ns/op
OverheadWarmup   4: 8388608 op, 25522100.00 ns, 3.0425 ns/op
OverheadWarmup   5: 8388608 op, 25533700.00 ns, 3.0439 ns/op
OverheadWarmup   6: 8388608 op, 25905000.00 ns, 3.0881 ns/op
OverheadWarmup   7: 8388608 op, 25957700.00 ns, 3.0944 ns/op
OverheadWarmup   8: 8388608 op, 25639900.00 ns, 3.0565 ns/op

OverheadActual   1: 8388608 op, 25856700.00 ns, 3.0824 ns/op
OverheadActual   2: 8388608 op, 25590700.00 ns, 3.0506 ns/op
OverheadActual   3: 8388608 op, 25864500.00 ns, 3.0833 ns/op
OverheadActual   4: 8388608 op, 25848700.00 ns, 3.0814 ns/op
OverheadActual   5: 8388608 op, 25738500.00 ns, 3.0683 ns/op
OverheadActual   6: 8388608 op, 25789000.00 ns, 3.0743 ns/op
OverheadActual   7: 8388608 op, 25858400.00 ns, 3.0826 ns/op
OverheadActual   8: 8388608 op, 25934800.00 ns, 3.0917 ns/op
OverheadActual   9: 8388608 op, 25877700.00 ns, 3.0849 ns/op
OverheadActual  10: 8388608 op, 25923600.00 ns, 3.0903 ns/op
OverheadActual  11: 8388608 op, 25618900.00 ns, 3.0540 ns/op
OverheadActual  12: 8388608 op, 25635100.00 ns, 3.0559 ns/op
OverheadActual  13: 8388608 op, 25551000.00 ns, 3.0459 ns/op
OverheadActual  14: 8388608 op, 25483200.00 ns, 3.0378 ns/op
OverheadActual  15: 8388608 op, 25627000.00 ns, 3.0550 ns/op

WorkloadWarmup   1: 8388608 op, 761789700.00 ns, 90.8124 ns/op
WorkloadWarmup   2: 8388608 op, 756755800.00 ns, 90.2123 ns/op
WorkloadWarmup   3: 8388608 op, 756068400.00 ns, 90.1304 ns/op
WorkloadWarmup   4: 8388608 op, 760728100.00 ns, 90.6859 ns/op
WorkloadWarmup   5: 8388608 op, 783360100.00 ns, 93.3838 ns/op
WorkloadWarmup   6: 8388608 op, 779348500.00 ns, 92.9056 ns/op
WorkloadWarmup   7: 8388608 op, 785542600.00 ns, 93.6440 ns/op
WorkloadWarmup   8: 8388608 op, 792033000.00 ns, 94.4177 ns/op
WorkloadWarmup   9: 8388608 op, 766810200.00 ns, 91.4109 ns/op

// BeforeActualRun
WorkloadActual   1: 8388608 op, 766375500.00 ns, 91.3591 ns/op
WorkloadActual   2: 8388608 op, 776977200.00 ns, 92.6229 ns/op
WorkloadActual   3: 8388608 op, 791234700.00 ns, 94.3225 ns/op
WorkloadActual   4: 8388608 op, 784256900.00 ns, 93.4907 ns/op
WorkloadActual   5: 8388608 op, 770695200.00 ns, 91.8740 ns/op
WorkloadActual   6: 8388608 op, 773421600.00 ns, 92.1990 ns/op
WorkloadActual   7: 8388608 op, 763396400.00 ns, 91.0039 ns/op
WorkloadActual   8: 8388608 op, 780167400.00 ns, 93.0032 ns/op
WorkloadActual   9: 8388608 op, 772200800.00 ns, 92.0535 ns/op
WorkloadActual  10: 8388608 op, 760111200.00 ns, 90.6123 ns/op
WorkloadActual  11: 8388608 op, 778029800.00 ns, 92.7484 ns/op
WorkloadActual  12: 8388608 op, 755645700.00 ns, 90.0800 ns/op
WorkloadActual  13: 8388608 op, 769026000.00 ns, 91.6750 ns/op
WorkloadActual  14: 8388608 op, 772808100.00 ns, 92.1259 ns/op
WorkloadActual  15: 8388608 op, 761649300.00 ns, 90.7957 ns/op

// AfterActualRun
WorkloadResult   1: 8388608 op, 740586500.00 ns, 88.2848 ns/op
WorkloadResult   2: 8388608 op, 751188200.00 ns, 89.5486 ns/op
WorkloadResult   3: 8388608 op, 765445700.00 ns, 91.2482 ns/op
WorkloadResult   4: 8388608 op, 758467900.00 ns, 90.4164 ns/op
WorkloadResult   5: 8388608 op, 744906200.00 ns, 88.7997 ns/op
WorkloadResult   6: 8388608 op, 747632600.00 ns, 89.1248 ns/op
WorkloadResult   7: 8388608 op, 737607400.00 ns, 87.9297 ns/op
WorkloadResult   8: 8388608 op, 754378400.00 ns, 89.9289 ns/op
WorkloadResult   9: 8388608 op, 746411800.00 ns, 88.9792 ns/op
WorkloadResult  10: 8388608 op, 734322200.00 ns, 87.5380 ns/op
WorkloadResult  11: 8388608 op, 752240800.00 ns, 89.6741 ns/op
WorkloadResult  12: 8388608 op, 729856700.00 ns, 87.0057 ns/op
WorkloadResult  13: 8388608 op, 743237000.00 ns, 88.6008 ns/op
WorkloadResult  14: 8388608 op, 747019100.00 ns, 89.0516 ns/op
WorkloadResult  15: 8388608 op, 735860300.00 ns, 87.7214 ns/op
GC:  395 0 0 2483027968 8388608
Threading:  2 0 8388608

// AfterAll
// Benchmark Process 12416 has exited with code 0

Mean = 88.923 ns, StdErr = 0.295 ns (0.33%), N = 15, StdDev = 1.141 ns
Min = 87.006 ns, Q1 = 88.107 ns, Median = 88.979 ns, Q3 = 89.611 ns, Max = 91.248 ns
IQR = 1.504 ns, LowerFence = 85.851 ns, UpperFence = 91.868 ns
ConfidenceInterval = [87.704 ns; 90.143 ns] (CI 99.9%), Margin = 1.219 ns (1.37% of Mean)
Skewness = 0.22, Kurtosis = 2.21, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\EntityFramework_Estudos.TestesMetodos-report.csv
  BenchmarkDotNet.Artifacts\results\EntityFramework_Estudos.TestesMetodos-report-github.md
  BenchmarkDotNet.Artifacts\results\EntityFramework_Estudos.TestesMetodos-report.html

// * Detailed results *
TestesMetodos.TesteString1: DefaultJob
Runtime = .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT; GC = Concurrent Workstation
Mean = 77.732 ns, StdErr = 0.137 ns (0.18%), N = 15, StdDev = 0.529 ns
Min = 77.179 ns, Q1 = 77.244 ns, Median = 77.613 ns, Q3 = 78.113 ns, Max = 78.732 ns
IQR = 0.870 ns, LowerFence = 75.939 ns, UpperFence = 79.418 ns
ConfidenceInterval = [77.166 ns; 78.297 ns] (CI 99.9%), Margin = 0.566 ns (0.73% of Mean)
Skewness = 0.52, Kurtosis = 1.75, MValue = 2
-------------------- Histogram --------------------
[76.897 ns ; 79.014 ns) | @@@@@@@@@@@@@@@
---------------------------------------------------

TestesMetodos.TesteString2: DefaultJob
Runtime = .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT; GC = Concurrent Workstation
Mean = 170.601 ns, StdErr = 0.432 ns (0.25%), N = 13, StdDev = 1.557 ns
Min = 168.508 ns, Q1 = 169.556 ns, Median = 170.543 ns, Q3 = 171.036 ns, Max = 174.098 ns
IQR = 1.480 ns, LowerFence = 167.336 ns, UpperFence = 173.256 ns
ConfidenceInterval = [168.736 ns; 172.465 ns] (CI 99.9%), Margin = 1.864 ns (1.09% of Mean)
Skewness = 0.61, Kurtosis = 2.62, MValue = 2
-------------------- Histogram --------------------
[167.639 ns ; 174.967 ns) | @@@@@@@@@@@@@
